"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 22 19:15:31 AEST 2021","Thu Apr 22 19:15:31 AEST 2021","47","","NetCoreAutomationUiCommonSpecs.Features.BrowserInstanceTypeControlFeature","","NetCoreAutomationUiCommonSpecs.Features.BrowserInstanceTypeControlFeature","","InitialiseTheBrowserControllerWithAChromeBrowserObject",""
